,Entry_Time,Exit_Time,Entry_Price,Exit_Price,GrossRetPct,NetRetPct,Capital,Score
0,2025-02-05 16:30:00+00:00,2025-02-27 18:30:00+00:00,602.489990234375,590.7697143554688,-0.019453063235701125,-0.019753063235701127,9802.469367642989,0.5009909721151494
1,2025-02-27 18:30:00+00:00,2025-03-20 19:30:00+00:00,590.7697143554688,565.6900024414062,-0.042452602604086655,-0.042752602604086656,9383.388290229415,0.5265906929432204
2,2025-03-24 15:30:00+00:00,2025-04-14 17:30:00+00:00,573.25,540.3800048828125,-0.05733972109409071,-0.05763972109409071,8842.532406263035,0.5209080410379581
3,2025-04-14 17:30:00+00:00,2025-05-06 19:30:00+00:00,540.3800048828125,558.7999877929688,0.034087091942180264,0.03378709194218026,9141.295861675153,0.5493637413901767
4,2025-05-07 17:30:00+00:00,2025-05-29 19:30:00+00:00,557.97998046875,589.989990234375,0.05736766709575119,0.05706766709575119,9662.968290732999,0.500102827994405
5,2025-05-29 19:30:00+00:00,2025-06-23 14:30:00+00:00,589.989990234375,596.5800170898438,0.01116972654544672,0.01086972654544672,9768.00211367059,0.5025085701659407
6,2025-06-23 14:30:00+00:00,2025-07-16 13:30:00+00:00,596.5800170898438,622.489990234375,0.043430843143090495,0.04313084314309049,10189.304280656692,0.5210996434405137
